"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_00135",2.43070943164512,0.432202951416354,0.518909455216269,0.850793020609035,0.39488433936745,0.76127187073931
"gene-SAOUHSC_00136",3.35635728336218,0.0359148482089087,0.507845379043993,0.0707951558316958,0.943560787239106,0.993715267509902
"gene-SAOUHSC_00137",4.65472084232257,0.451185603284434,0.518633262460022,0.889180407306501,0.373906130804818,0.748904489839835
"gene-SAOUHSC_00138",3.90725815109336,0.43402536994696,0.518896853631468,0.853468328129358,0.393399644080555,0.760116646250414
"gene-SAOUHSC_00139",5.15808196566545,0.791879783047484,0.465838663859586,1.69576092161528,0.0899311659230593,0.439402395020743
"gene-SAOUHSC_00141",37.0729529881086,0.256271683276083,0.510218897472085,0.504625112813665,0.613822168065989,0.889474541691239
"gene-SAOUHSC_00142",10.9864658910144,0.471658879090253,0.490314272927987,0.965895390608091,0.334096529075885,0.719099022677568
"gene-SAOUHSC_00143",5.48159911309553,1.26925659405098,0.50034465667958,2.57948183934667,0.00989486611776539,0.165044492903475
"gene-SAOUHSC_00144",422.443335116875,-0.257763600292744,0.281317593629222,-0.916132222540087,0.359597549042247,0.736012097890449
"gene-SAOUHSC_00145",19.4951549916847,-0.841640476406499,0.499762711528782,-1.66312972578433,0.0962864707617717,0.452194681180284
"gene-SAOUHSC_00146",106.085555294036,-0.0929481210979047,0.507371167547755,-0.182869562496175,0.85490036574974,0.973646412389879
"gene-SAOUHSC_00147",9.31742019471184,0.493826099286789,0.507135727695506,0.971858691004364,0.331120852951037,0.719099022677568
"gene-SAOUHSC_00148",11.2638006428116,0.115365797815146,0.492238697094469,0.235451492543867,0.813858323912936,0.961910736891585
"gene-SAOUHSC_00149",1.87484958745023,0.171331477045187,0.516185843650615,0.335154575439831,0.737508485839897,NA
"gene-SAOUHSC_00150",9.24238495942066,0.677934245075792,0.442547924997974,1.5334504572765,0.125164904638706,0.515352020051835
"gene-SAOUHSC_00151",6.69507903079242,-0.218768211963502,0.489409549619645,-0.443881685135664,0.657128126667996,0.901742866281567
"gene-SAOUHSC_00152",42.3860972602065,-0.274541969013509,0.469163553455146,-0.584236388174006,0.559061282991484,0.874583855747069
"gene-SAOUHSC_00153",359.784691171425,-0.621548035094051,0.361440959571146,-1.71787465501774,0.0858194806588813,0.433736294140833
"gene-SAOUHSC_00155",30.2573664879975,0.75394877238483,0.301875407123428,2.49467867598493,0.0126071236657007,0.186567290506089
"gene-SAOUHSC_00156",63.8847696428095,0.411166038478891,0.397179928648144,1.03618849541685,0.30011421289889,0.697985021990962
"gene-SAOUHSC_00157",25.8966914781502,-0.078425651430471,0.392494402821191,-0.199651407241158,0.841753219923189,0.968392826276286
"gene-SAOUHSC_00158",49.6983828489792,0.580758569195025,0.469539273960733,1.24126617883481,0.214507434391407,0.622826898049982
"gene-SAOUHSC_00160",119.265258850665,0.0448507567631347,0.402082475525743,0.111544097459378,0.911184899038513,0.98803760533591
"gene-SAOUHSC_00162",9.52905651165731,0.693883695727767,0.477731659248855,1.46703954998209,0.142365296801898,0.539310157498165
"gene-SAOUHSC_00163",5.21641015981568,0.770216264240904,0.483082144232258,1.82763588339578,0.0676042166437011,0.391484580094366
"gene-SAOUHSC_00164",2.26969226359297,-1.03107089045009,0.476261256226767,-2.22283951323088,0.0262266236280291,0.25585314284156
"gene-SAOUHSC_00166",1.83560083155437,-1.04468085103773,0.498954560887327,-2.24774801456892,0.0245922624411225,NA
"gene-SAOUHSC_00167",25.7902351097479,-0.412557841166437,0.392294985365587,-1.0495197030456,0.293938991818661,0.694181981826619
"gene-SAOUHSC_00168",6.06620311095862,-0.14964054951758,0.467553540513977,-0.318616845317054,0.750017077989123,0.944176945791693
"gene-SAOUHSC_00169",3.9290414179652,1.04537373452467,0.517695248598509,2.09908241333506,0.0358096364551495,0.283378202033945
"gene-SAOUHSC_00170",1.78329292202106,-0.314481754862085,0.497891420363153,-0.623291952659677,0.533092685069701,NA
"gene-SAOUHSC_00171",16.7183810051498,-0.434129053336032,0.356349069946728,-1.21696117902691,0.223618986602095,0.62622432952221
"gene-SAOUHSC_00172",2.61014285715851,-0.0214037087878842,0.518521813223355,-0.0421274393792194,0.96639710612142,0.99532679523297
"gene-SAOUHSC_00173",4.3051938986738,0.107471901444525,0.504955440522289,0.21693234680888,0.828261068688953,0.964732790958483
"gene-SAOUHSC_00174",14.2931719443786,-0.195149757949727,0.514643495965482,-0.375495347761973,0.707292105706143,0.926710868298582
"gene-SAOUHSC_00176",5.19785933358656,0.293095899714715,0.488616270770082,0.594077073305985,0.552460564389864,0.870813318735594
"gene-SAOUHSC_00177",31.3361521521126,0.801034625854023,0.281974762826528,2.83584657255688,0.00457043965374104,0.111921361520778
"gene-SAOUHSC_00178",16.8768064551427,0.119471221392826,0.478072805194928,0.248902813748962,0.803435958726939,0.959457884973363
"gene-SAOUHSC_00179",9.13720194165637,-1.11615983509113,0.411662855629359,-2.68238496120217,0.00730992881356005,0.147416897740128
"gene-SAOUHSC_00180",26.7057217414696,0.507556775651852,0.273852803461013,1.85308471441178,0.0638702173723609,0.384764928247686
"gene-SAOUHSC_00181",16.769838206497,-0.206071419244813,0.451761415561086,-0.453276509970705,0.650349645267823,0.898533922799516
"gene-SAOUHSC_00182",3.04875099098963,0.930685680736076,0.517219498247785,1.86651225832163,0.0619697306423018,0.38123450231165
