"","SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2","SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1","SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2","SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1","SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2","SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1","SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2","SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1","SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2","SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1","SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2","SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1"
"gene-SAOUHSC_00382",7.46424254973806,6.65430545248703,6.68748002205375,7.57615297174956,7.60663530614061,7.46975897178412,7.44897371800552,7.50999929549014,7.47142284396124,8.14817564485293,8.09404312722071,7.70880234143248
"gene-SAOUHSC_00383",2.06878226500577,4.22750356478632,4.03098163407044,2.76921409593024,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.80448087298327,2.79211803131699,2.06878226500577
"gene-SAOUHSC_00386",3.53279913661444,3.50501103140423,3.50559044761364,2.06878226500577,2.75840365788272,2.06878226500577,2.78657514708873,2.70031371626588,3.43731085944089,3.09852866576036,2.79211803131699,2.93800406527132
"gene-SAOUHSC_00389",3.06717203439308,2.06878226500577,3.10486155761016,2.76921409593024,2.06878226500577,2.06878226500577,2.06878226500577,2.70031371626588,3.14397761100006,2.80448087298327,2.79211803131699,2.46219629811826
"gene-SAOUHSC_00392",2.06878226500577,3.50501103140423,2.06878226500577,2.76921409593024,2.75840365788272,3.28968107762226,2.78657514708873,3.30388844613831,2.69899025139293,2.80448087298327,2.06878226500577,2.74607185840935
"gene-SAOUHSC_00394",2.57539119465867,2.06878226500577,2.06878226500577,3.05007390948896,2.06878226500577,2.06878226500577,2.06878226500577,3.30388844613831,3.30140824234547,2.06878226500577,2.79211803131699,2.06878226500577
"gene-SAOUHSC_00397",3.85733588517177,3.10442823974499,3.10486155761016,2.76921409593024,2.75840365788272,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,3.78707919943132,4.18524412778461,3.62007796457426
"gene-SAOUHSC_00398",2.57539119465867,4.22750356478632,4.22830156595527,2.06878226500577,2.06878226500577,3.28968107762226,3.28826805657536,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.62345659691108
"gene-SAOUHSC_00400",3.06717203439308,3.79627112960395,3.79694590453581,2.06878226500577,3.24204606071223,3.46577836844877,4.6228253067882,3.14617058727943,3.94296223792093,2.06878226500577,2.06878226500577,2.06878226500577
"gene-SAOUHSC_00401",9.57768507761853,6.68632007913371,6.68748002205375,5.53395454711513,5.49589865980601,7.60984271654955,7.59066400417285,7.90867121835576,7.90273343654839,10.0971507657781,10.0592986713354,9.17362651861728
"gene-SAOUHSC_00402",3.17976787801847,4.03023732252689,3.10486155761016,2.76921409593024,2.06878226500577,3.07512880396197,3.97768444283768,3.30388844613831,3.30140824234547,2.80448087298327,2.79211803131699,3.01820889575223
"gene-SAOUHSC_00406",3.37134560860125,2.06878226500577,3.10486155761016,2.76921409593024,3.24204606071223,3.07512880396197,3.07394312994191,2.70031371626588,2.69899025139293,2.06878226500577,2.79211803131699,3.43951292251743
"gene-SAOUHSC_00408",3.17976787801847,2.06878226500577,2.06878226500577,2.06878226500577,3.68782368848842,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577
"gene-SAOUHSC_00409",2.78164797512025,2.06878226500577,2.06878226500577,3.82898021941986,3.80422676150409,2.06878226500577,2.06878226500577,2.70031371626588,2.06878226500577,2.80448087298327,2.06878226500577,2.74607185840935
"gene-SAOUHSC_00410",2.78164797512025,2.06878226500577,2.06878226500577,4.36795317915356,4.09873108783263,2.06878226500577,2.78657514708873,3.76917471296609,3.66653160299657,3.09852866576036,2.06878226500577,4.6959029743628
"gene-SAOUHSC_00411",2.57539119465867,2.06878226500577,2.06878226500577,2.76921409593024,3.03519547805842,3.07512880396197,3.07394312994191,2.06878226500577,3.14397761100006,2.06878226500577,2.06878226500577,2.46219629811826
"gene-SAOUHSC_00412",7.18196392835094,7.25439369865646,7.25558483765736,7.14347467894609,7.04805968230052,6.54256326172932,6.5557134269514,7.16031652442178,7.1545183892218,7.12736832258988,7.16950107716305,7.43014923239579
"gene-SAOUHSC_00413",10.2519346986148,9.23850537654672,9.21802601123196,9.11358637117451,9.03936789987532,9.01513955769513,8.99376790276246,8.92297566637534,8.97171893246711,9.6596650614658,9.61818271345872,9.55040734196551
"gene-SAOUHSC_00414",4.20245829161047,5.90673885536015,5.90783283455326,6.05783145057162,5.58740445826169,4.91282021378528,4.68530114988495,5.58643102630576,4.93494802261097,5.5207803621186,4.87423185082548,5.47274486468095
"gene-SAOUHSC_00415",3.96596137191267,6.83650290424213,6.20248362504775,5.25488673820277,2.06878226500577,4.41838782018015,3.86853826616596,5.63501923630202,4.7242072904438,4.30474167076791,2.06878226500577,3.43951292251743
"gene-SAOUHSC_00416",2.78164797512025,5.12778343521956,5.12877229317067,5.04745675291617,5.01212448244263,3.97973536041015,3.97768444283768,4.30392479416546,4.29993258198336,5.24899532426254,5.25102382983198,5.00053781359821
"gene-SAOUHSC_00417",5.44384691725351,4.39879272320125,4.39963372514336,4.74938262595251,4.65994200633931,3.46577836844877,3.6153040120418,4.42333698082059,4.36090653369051,4.91181090151854,4.87423185082548,3.73882161824218
"gene-SAOUHSC_00420",3.53279913661444,4.39879272320125,4.68786989203721,4.80373516003646,4.7700602774805,3.28968107762226,3.28826805657536,3.4400290875847,3.43731085944089,2.06878226500577,2.06878226500577,4.83243280293567
"gene-SAOUHSC_00421",3.37134560860125,3.10442823974499,2.06878226500577,2.06878226500577,3.03519547805842,2.78743812217524,2.06878226500577,2.70031371626588,2.95321905342805,3.31755094229429,3.47439555608005,3.48750738537271
"gene-SAOUHSC_00422",3.17976787801847,3.79627112960395,3.79694590453581,4.74938262595251,4.54015397400442,4.17331614017258,4.17111377638507,3.4400290875847,3.43731085944089,3.31755094229429,3.29734086147845,3.57760900246391
"gene-SAOUHSC_00423",3.28019707271863,3.10442823974499,3.10486155761016,2.76921409593024,2.06878226500577,2.06878226500577,2.06878226500577,3.56071837098988,2.69899025139293,2.80448087298327,2.06878226500577,3.09134639365286
"gene-SAOUHSC_00424",2.06878226500577,3.50501103140423,3.50559044761364,3.05007390948896,3.03519547805842,2.06878226500577,2.06878226500577,2.06878226500577,3.30140824234547,2.80448087298327,2.79211803131699,2.93800406527132
"gene-SAOUHSC_00426",3.06717203439308,2.06878226500577,3.10486155761016,3.05007390948896,2.75840365788272,2.06878226500577,2.06878226500577,2.70031371626588,2.06878226500577,3.31755094229429,2.06878226500577,2.93800406527132
"gene-SAOUHSC_00427",7.60651911579636,7.27557367231723,7.27676576600764,5.43564084559896,5.83114657909404,9.61108171407765,9.59774522418776,8.90341946088991,8.89737725447463,8.10208167973538,8.03008576365206,8.20269784241177
"gene-SAOUHSC_00428",2.06878226500577,3.10442823974499,2.06878226500577,3.05007390948896,2.75840365788272,3.28968107762226,3.07394312994191,2.06878226500577,2.06878226500577,2.06878226500577,2.79211803131699,2.06878226500577
"gene-SAOUHSC_00429",5.27700740937522,4.55053978281556,4.5514161372557,5.09147088605957,5.39807742603153,3.61703834147931,3.6153040120418,4.72867413215485,4.7242072904438,4.85622355667433,4.76160352567928,3.53347417348338
"gene-SAOUHSC_00430",4.75910992851577,5.21920394289106,5.03095334375318,5.43564084559896,4.71610649197308,3.8704983254327,3.07394312994191,5.15661260709157,4.36090653369051,5.0663634202484,3.88111735833716,3.57760900246391
"gene-SAOUHSC_00431",4.11303917001512,3.10442823974499,2.06878226500577,4.85602634121585,4.82197805505293,2.06878226500577,2.06878226500577,3.56071837098988,2.69899025139293,3.78707919943132,3.29734086147845,3.880643632972
"gene-SAOUHSC_00433",4.9703455088334,4.39879272320125,4.39963372514336,4.212114862109,4.09873108783263,3.75053003696524,3.6153040120418,3.14617058727943,3.66653160299657,3.65121037615674,3.62643690011555,4.12314787436621
"gene-SAOUHSC_00434",2.78164797512025,6.44561954574236,3.79694590453581,4.63375860829325,2.75840365788272,4.49095745921361,3.07394312994191,4.53294534478114,4.02278736926237,4.46509261267787,3.62643690011555,3.70056885716323
"gene-SAOUHSC_00435",6.44477370758297,6.4825740182606,6.40882886419431,6.47362547356897,6.68633393127281,6.62268935154655,5.8290013030827,8.17651455199683,8.00222290904269,6.84876457253931,6.92267352838924,7.01596217107535
"gene-SAOUHSC_00436",5.87748410995632,5.30504295289297,5.22020767866975,5.40129258663336,5.25613864993131,5.1508044459727,5.19109315939964,7.71467991861262,7.66316844988196,6.70178009968656,6.64025417465044,5.57208290267519
"gene-SAOUHSC_00437",8.96025932845515,4.22750356478632,3.50559044761364,6.78248793153511,6.61610202477521,6.91759586286506,6.88867786115289,6.06478132003758,6.07691612431934,6.43002419055681,6.40331126125889,7.36291788178733
"gene-SAOUHSC_00438",6.9017150832386,5.53509781317658,5.4635284899804,4.95503284261993,4.96697161550159,6.62268935154655,6.65027477092934,5.22206576498332,5.18484091477763,6.14101467528395,6.07379474063021,5.48299764336169
"gene-SAOUHSC_00439",4.92047854122618,4.22750356478632,4.68786989203721,5.50193486724195,6.03926190750346,5.39157941627387,5.49520396478647,4.58458004389763,3.94296223792093,4.96525699717044,4.27245638546164,4.52401661781748
"gene-SAOUHSC_00440",4.24495789190877,4.03023732252689,3.79694590453581,3.43214455742864,4.54015397400442,3.75053003696524,3.28826805657536,3.94647819802896,3.55779723378308,4.30474167076791,3.76058546626491,2.46219629811826
"gene-SAOUHSC_00441",4.40241909223171,3.50501103140423,4.92575878891458,5.09147088605957,5.25613864993131,3.61703834147931,3.86853826616596,4.02641610067446,4.52868529197399,3.49711999767242,4.35423272906157,3.15885988835518
"gene-SAOUHSC_00442",8.11904756383815,7.31702172975306,7.33850180105129,7.65770703786873,7.54756057820211,7.50396574632852,7.38632381289503,7.49046212599929,7.32533212713778,7.44624724741457,7.2936147634243,7.61022147255087
"gene-SAOUHSC_00444",5.40843600241329,3.10442823974499,4.39963372514336,4.63375860829325,5.61664154155066,4.91282021378528,5.38868474332018,4.93961606485205,5.80901703686251,4.38733059655329,4.92728380544846,5.50328339405887
"gene-SAOUHSC_00445",6.1890219001371,4.39879272320125,3.79694590453581,5.91982314109466,5.88008446016513,5.80473341092111,5.80168970386969,5.91590534668323,5.89081807741535,5.5207803621186,5.36977568526374,6.78876731312492
"gene-SAOUHSC_R0001",2.93758232796061,6.32868172030928,4.03098163407044,5.53395454711513,3.68782368848842,4.96377730649046,2.78657514708873,5.83521690030404,3.76592180002615,5.5207803621186,3.29734086147845,4.84858578368686
"gene-SAOUHSC_R0006",3.06717203439308,3.10442823974499,3.10486155761016,3.58033186783366,3.5584771984786,7.28536880708074,7.32082555185468,7.20096419982014,7.0520361339739,3.09852866576036,2.06878226500577,2.46219629811826
"gene-SAOUHSC_R00011",3.37134560860125,2.06878226500577,3.50559044761364,2.06878226500577,2.75840365788272,2.06878226500577,2.78657514708873,2.06878226500577,3.14397761100006,2.06878226500577,2.79211803131699,2.06878226500577
"gene-SAOUHSC_00450",3.53279913661444,3.50501103140423,3.10486155761016,4.12661895681421,3.24204606071223,4.26018283620463,4.25791646490471,3.30388844613831,3.30140824234547,4.46509261267787,4.50408562778194,4.46150512486553
"gene-SAOUHSC_00451",3.79918106833316,3.50501103140423,3.10486155761016,3.43214455742864,4.18339466880845,2.06878226500577,3.86853826616596,4.23991091246808,4.58026349986075,2.80448087298327,3.62643690011555,2.46219629811826
"gene-SAOUHSC_00452",9.46803166328536,8.89306300123246,8.88743539218922,7.92654149845038,7.88833422465698,9.43177682308341,9.42160600113751,8.56052405513792,8.54825398315438,8.01147123821883,7.95691827392436,8.83978908911088
"gene-SAOUHSC_00454",3.37134560860125,3.10442823974499,3.10486155761016,4.03502567147195,3.91035118062374,3.61703834147931,3.46418846672221,3.94647819802896,3.76592180002615,4.38733059655329,4.27245638546164,3.77587631126004
"gene-SAOUHSC_00455",5.33483796998984,4.81100509024062,4.92575878891458,3.58033186783366,3.91035118062374,4.85992043303349,4.80230346607956,5.05232314142264,5.24875521187132,3.65121037615674,3.76058546626491,5.53317817065822
"gene-SAOUHSC_00456",3.96596137191267,3.50501103140423,3.10486155761016,4.57205187032831,4.54015397400442,4.17331614017258,4.17111377638507,4.23991091246808,4.09786239467013,2.80448087298327,2.79211803131699,3.53347417348338
"gene-SAOUHSC_00457",3.53279913661444,3.50501103140423,2.06878226500577,3.58033186783366,2.75840365788272,2.06878226500577,2.06878226500577,2.95504881649884,2.95321905342805,2.06878226500577,2.06878226500577,2.93800406527132
"gene-SAOUHSC_00459",3.17976787801847,2.06878226500577,2.06878226500577,3.25980471765215,2.06878226500577,3.46577836844877,2.06878226500577,3.56071837098988,2.06878226500577,4.02009613483117,2.79211803131699,3.33645854056697
"gene-SAOUHSC_00461",5.89031805780911,6.44561954574236,6.48371969249244,6.45712323534469,6.51162909582945,5.68989605579141,5.74544559251216,5.72748399021966,5.80901703686251,5.37192190987316,5.33129154610293,6.3229426175447
"gene-SAOUHSC_00462",4.70082926630653,5.79329656524472,5.79437803728432,5.25488673820277,5.43144099762678,5.80473341092111,5.80168970386969,5.85582048311756,5.8708030135563,5.29117246657776,5.12132504901719,6.58650080441084
"gene-SAOUHSC_00463",2.93758232796061,2.06878226500577,2.06878226500577,3.58033186783366,2.06878226500577,3.07512880396197,2.06878226500577,3.76917471296609,3.55779723378308,3.09852866576036,2.06878226500577,3.70056885716323
"gene-SAOUHSC_00464",3.85733588517177,3.10442823974499,3.10486155761016,3.25980471765215,3.24204606071223,3.07512880396197,2.78657514708873,4.30392479416546,4.29993258198336,4.79830864390815,4.87423185082548,3.48750738537271
"gene-SAOUHSC_00465",5.71373649391955,6.4825740182606,6.48371969249244,5.81980930331092,5.78047074862723,4.91282021378528,4.96107837643304,4.36497293730967,4.67789185740277,5.1142988011826,5.12132504901719,5.8813107754087
"gene-SAOUHSC_00466",5.49535665788348,4.55053978281556,5.03095334375318,2.06878226500577,3.03519547805842,3.61703834147931,3.74867423971654,5.37350934298185,5.30989362404344,4.21662904614862,4.09173945554806,5.30931139017118
"gene-SAOUHSC_00467",8.2634832032135,6.68632007913371,8.60734561654883,6.16347044703286,7.64236409542688,5.49814055514408,7.91614375669375,5.89615657639365,7.48459382095072,5.58973172695352,7.53065557532476,5.59114278288158
"gene-SAOUHSC_00468",9.516197160077,9.52143663329628,9.46391512645169,8.71357125325066,8.56089659824288,9.65358212233222,9.63669342694987,8.79350581870027,8.75795797856173,9.39164394522274,9.32063381140929,9.50562769843767
"gene-SAOUHSC_00469",8.07777048172444,7.29644675640183,7.27676576600764,6.59923319386963,6.4644197665617,7.60196881513446,7.60645345304109,6.87892126881847,6.89310262935938,7.03217932361678,7.03367442297749,6.65563292447973
"gene-SAOUHSC_00470",2.06878226500577,3.10442823974499,3.10486155761016,3.82898021941986,3.80422676150409,2.78743812217524,2.06878226500577,2.70031371626588,2.69899025139293,3.49711999767242,3.47439555608005,2.62345659691108
"gene-SAOUHSC_00471",8.1618118648445,7.64453262525038,7.66192450713838,7.83389939733418,7.75108572401756,8.56694731695225,8.5634866158773,8.09695379834017,8.09099053703304,8.10208167973538,8.07111277801734,7.87626554322709
"gene-SAOUHSC_00472",7.53510350008095,6.51860152671301,6.58920786402597,5.53395454711513,5.39807742603153,8.13126583068726,8.16027815240066,6.86886093000122,6.98870331006473,7.51823958958029,7.42607177068678,7.7195897770744
"gene-SAOUHSC_00473",3.06717203439308,5.30504295289297,3.50559044761364,2.06878226500577,2.06878226500577,5.10633978129869,4.33932286336646,4.36497293730967,3.55779723378308,4.38733059655329,2.79211803131699,3.09134639365286
"gene-SAOUHSC_00474",7.03432311247197,7.75418465635833,7.78525204409353,6.93314212697849,6.93728860186614,7.54561314368472,7.50058756850117,6.27787600018067,6.05935869178019,6.37280684646251,6.34702038694908,6.77226548791804
"gene-SAOUHSC_00475",4.40241909223171,2.06878226500577,2.06878226500577,2.06878226500577,2.06878226500577,3.07512880396197,3.07394312994191,3.86104480014619,3.85765337013832,3.09852866576036,3.29734086147845,4.88033662661554
"gene-SAOUHSC_00477",5.51211886700248,5.9602507751956,5.53614748059818,5.43564084559896,5.46403634815468,4.74762929398996,4.68530114988495,5.18972028694474,5.01102187215585,4.85622355667433,4.92728380544846,6.14179143115423
"gene-SAOUHSC_00479",6.5930261111359,6.65430545248703,6.68748002205375,6.07959192372884,5.927400776833,6.00992640778524,6.07674342806087,6.26256287918811,6.21012633099859,6.68622049400886,6.54344944163458,5.80192289311153
"gene-SAOUHSC_00480",6.39174894434257,5.02998124385936,5.12877229317067,6.35391681545252,6.34782610209024,5.59725014458842,5.59427680647856,5.87613093995194,5.89081807741535,5.80771499966174,5.76483488926322,6.102641995155
"gene-SAOUHSC_00481",4.99462438742387,3.50501103140423,3.50559044761364,4.69279128130255,4.87201389845154,4.17331614017258,4.41601107132905,3.94647819802896,5.04755634225919,5.62299170513244,5.87541387928763,3.22175576042226
"gene-SAOUHSC_00482",5.51211886700248,3.50501103140423,3.10486155761016,5.40129258663336,5.58740445826169,5.1508044459727,5.14801427808411,5.61093270794645,5.58127100429212,6.16370527904134,6.00258757368375,5.30931139017118
"gene-SAOUHSC_00483",5.08772304159085,6.55374762388167,6.58920786402597,7.56081612671738,7.47807209160415,4.08019665604862,4.07806561968433,5.05232314142264,5.01102187215585,5.58973172695352,5.54790628680927,4.54422579566259
"gene-SAOUHSC_00484",2.57539119465867,2.06878226500577,3.10486155761016,4.36795317915356,4.40870447031796,2.06878226500577,2.06878226500577,2.95504881649884,3.43731085944089,3.78707919943132,3.76058546626491,4.17717509171732
"gene-SAOUHSC_00485",2.57539119465867,2.06878226500577,2.06878226500577,4.43949252616246,4.33779311922248,2.06878226500577,2.06878226500577,3.66962908052249,3.66653160299657,4.21662904614862,4.09173945554806,3.84671681451881
"gene-SAOUHSC_00486",9.05545623304619,8.36080794142424,8.3320123576292,8.55238550810128,8.49990023819572,9.24982577328395,9.24381543412704,9.24383878710462,9.23971662268689,9.23497092403553,9.19371902160421,8.55312610400269
"gene-SAOUHSC_00487",4.40241909223171,4.68696388841515,4.68786989203721,3.43214455742864,3.41213508582793,4.80491748249942,4.91014775920111,5.51028306463115,5.47887095518347,4.91181090151854,4.70163469406426,4.62217605917013
"gene-SAOUHSC_00488",5.1750121198646,3.50501103140423,4.03098163407044,5.36608946341194,5.43144099762678,5.80473341092111,5.85580000358502,5.18972028694474,5.24875521187132,4.91181090151854,4.76160352567928,5.11119027327574
"gene-SAOUHSC_00489",3.37134560860125,2.06878226500577,2.06878226500577,4.12661895681421,4.00806311410586,2.06878226500577,2.78657514708873,2.70031371626588,2.69899025139293,2.06878226500577,2.06878226500577,2.84852519476694
"gene-SAOUHSC_00490",2.93758232796061,2.06878226500577,2.06878226500577,2.06878226500577,2.75840365788272,3.28968107762226,3.46418846672221,2.06878226500577,2.69899025139293,2.06878226500577,2.06878226500577,2.93800406527132
"gene-SAOUHSC_00491",3.17976787801847,3.10442823974499,3.10486155761016,2.76921409593024,2.75840365788272,3.28968107762226,3.28826805657536,2.70031371626588,2.69899025139293,3.65121037615674,3.62643690011555,2.93800406527132
"gene-SAOUHSC_00492",2.06878226500577,2.06878226500577,2.06878226500577,4.12661895681421,2.06878226500577,2.78743812217524,2.06878226500577,3.14617058727943,2.06878226500577,2.80448087298327,2.06878226500577,3.28076953105285
"gene-SAOUHSC_00493",6.07016188972702,6.8647457213388,6.86591672267963,7.54531432240646,7.48596057488081,7.11872305203405,7.09314078054168,6.40880145943479,6.37516301777696,7.10415447274393,7.0572206881617,6.15460702407534
"gene-SAOUHSC_T00059",4.86875343690112,2.06878226500577,3.50559044761364,2.06878226500577,2.75840365788272,2.78743812217524,4.25791646490471,2.06878226500577,4.23599871275623,2.06878226500577,2.06878226500577,2.06878226500577
"gene-SAOUHSC_T00053",5.54506058619393,2.06878226500577,3.10486155761016,2.06878226500577,3.5584771984786,3.97973536041015,5.77384496096735,3.4400290875847,5.78781253980709,2.06878226500577,4.50408562778194,4.06674788802978
"gene-SAOUHSC_T00035",5.63953530558786,2.06878226500577,2.06878226500577,2.06878226500577,3.5584771984786,5.53195181524921,5.80168970386969,5.70492466530981,5.89081807741535,4.38733059655329,4.63891912183042,5.85008344048268
"gene-SAOUHSC_T00021",4.67073234136492,2.06878226500577,3.10486155761016,2.06878226500577,3.5584771984786,5.77687971515521,5.59427680647856,5.91590534668323,5.24875521187132,4.79830864390815,4.35423272906157,6.13534038432349
"gene-SAOUHSC_T00030",4.47466519595097,3.50501103140423,4.03098163407044,3.58033186783366,2.06878226500577,6.00992640778524,5.59427680647856,6.13378706360114,5.21716109776116,5.48500629794736,4.43125704895884,6.24124379857396
"gene-SAOUHSC_T0004",4.6084719440923,4.03023732252689,3.79694590453581,3.58033186783366,2.06878226500577,6.0798679657213,5.85580000358502,5.4298139371857,5.47887095518347,3.65121037615674,3.29734086147845,5.50328339405887
"gene-SAOUHSC_T00044",3.79918106833316,3.50501103140423,2.06878226500577,2.06878226500577,2.06878226500577,5.80473341092111,5.01021016795167,5.45714791158711,4.97350452596892,3.49711999767242,2.79211803131699,4.89594317874165
"gene-SAOUHSC_T0001",3.73806913753051,3.50501103140423,3.79694590453581,2.06878226500577,2.06878226500577,4.91282021378528,3.97768444283768,4.85905979853871,3.66653160299657,2.80448087298327,2.06878226500577,4.09525881717033
"gene-SAOUHSC_R0002",4.20245829161047,3.50501103140423,5.12877229317067,3.25980471765215,2.06878226500577,4.26018283620463,4.33932286336646,3.94647819802896,4.23599871275623,4.02009613483117,4.57317805688971,3.81181656868774
"gene-SAOUHSC_R0007",4.01691184634702,7.62816427323984,3.50559044761364,8.92590566655811,4.18339466880845,8.17966865787695,3.28826805657536,6.97583619898441,3.43731085944089,6.70178009968656,4.57317805688971,3.57760900246391
"gene-SAOUHSC_00497",3.28019707271863,3.10442823974499,5.12877229317067,2.76921409593024,4.33779311922248,3.28968107762226,3.46418846672221,3.30388844613831,3.85765337013832,3.31755094229429,3.88111735833716,2.93800406527132
"gene-SAOUHSC_00499",5.65468825875086,5.53509781317658,5.85223225409087,6.6289916309122,6.8297380132201,7.05089952597964,7.09314078054168,5.37350934298185,5.21716109776116,5.20551560691042,5.16590207087665,5.40961914772888
"gene-SAOUHSC_00500",8.30222616644325,7.31702172975306,7.14474015800162,7.82108484098919,7.41335969238673,8.04098808387641,7.80423646827626,6.56664278418454,6.34653419418448,6.41120398711271,6.00258757368375,6.73868280525546
"gene-SAOUHSC_00501",4.54322319834503,3.50501103140423,3.50559044761364,2.76921409593024,2.75840365788272,3.97973536041015,4.17111377638507,3.30388844613831,3.30140824234547,4.21662904614862,3.76058546626491,4.06674788802978
"gene-SAOUHSC_00502",7.75358840534551,8.76421922142881,8.78035146563942,8.54071085087667,8.49990023819572,7.97547197902722,8.02586910211148,7.75343910133171,7.78526324896367,7.43698995936286,7.38015095422579,8.19498986636313
"gene-SAOUHSC_00503",10.6300174551688,9.86996124089489,9.7287207432419,9.4824091878093,9.43517142790991,10.7151958135639,10.8515069678551,10.4026843025116,10.4810996086525,9.24029969842395,9.31088155494341,10.9055467546781
"gene-SAOUHSC_00504",9.7416802724615,9.56935695683073,9.57914595240425,8.91388934987715,8.87195749424115,9.75288227422159,9.71521418679148,9.59417225002747,9.55727008830191,8.67049846124604,8.62946570214188,9.95717696358592
"gene-SAOUHSC_00505",11.8242613361643,12.6905469351987,12.68489313488,11.6136182192662,11.5656744739618,13.7063690711566,13.7018003982992,13.3192745030282,13.3112844506573,12.4909597519299,12.4335342797677,11.3244934905976
"gene-SAOUHSC_00507",5.72812374690228,4.22750356478632,5.03095334375318,4.80373516003646,4.33779311922248,6.60701751589333,6.68046167577131,5.65870463695952,5.65350000542446,4.67461301734272,4.81906617136591,5.57208290267519
"gene-SAOUHSC_00508",3.28019707271863,5.46248866248985,5.4635284899804,4.12661895681421,4.71610649197308,5.62880738261258,5.49520396478647,5.08795644836717,5.01102187215585,3.65121037615674,4.09173945554806,4.71372979021489
"gene-SAOUHSC_00509",7.76403663680259,6.44561954574236,6.44676242890976,6.29939028634598,6.33036897195072,7.06242762713126,7.11539241958513,7.15204749162961,7.14625131646786,6.70178009968656,6.65577292339451,5.21373729053027
"gene-SAOUHSC_00510",5.66968153287108,3.50501103140423,3.50559044761364,4.90641264741395,4.92030447009602,4.49095745921361,4.4885327127801,4.58458004389763,4.58026349986075,5.0663634202484,5.07528330253078,5.08433731078969
"gene-SAOUHSC_00511",7.85806669529362,6.89244486345267,6.89361747052784,6.88465570146711,7.0796946234759,6.85266597183416,6.87569611243928,7.33116847316415,7.37569286536039,8.59762917700533,8.54462589497932,7.84705022841835
"gene-SAOUHSC_00512",5.27700740937522,6.58805457254134,6.71879938482379,5.50193486724195,5.49589865980601,6.40427195473392,6.38281033368839,6.70884983837021,6.66893177357012,7.19484580752955,7.14773443481306,6.59591279690228
"gene-SAOUHSC_00513",8.52125096749256,7.1203247071242,7.07389271928673,6.95678624815136,6.94875724525066,7.76597436408596,7.76257011173526,7.60994726888493,7.62799331638031,7.68390267946844,7.62028264311086,8.07413502853517
"gene-SAOUHSC_00514",6.23995305422744,5.90673885536015,5.22020767866975,6.80871804964926,6.52702694972449,5.68989605579141,5.01021016795167,6.16708194723448,5.04755634225919,6.52059431415382,5.36977568526374,6.73016316966052
"gene-SAOUHSC_00515",3.73806913753051,5.53509781317658,5.53614748059818,5.21578000326828,5.13943308368989,3.8704983254327,3.6153040120418,3.56071837098988,3.30140824234547,3.9090853104463,3.76058546626491,4.27891971131821
"gene-SAOUHSC_00516",3.06717203439308,3.50501103140423,3.50559044761364,2.06878226500577,2.75840365788272,2.78743812217524,2.78657514708873,3.30388844613831,3.14397761100006,2.06878226500577,2.06878226500577,3.22175576042226
"gene-SAOUHSC_00517",6.05885077819754,5.46248866248985,5.67111179430572,5.36608946341194,5.43144099762678,5.46350337461682,5.56201463225668,6.11684485770708,6.17796682861049,6.14101467528395,6.16354233613699,5.69163597601991
"gene-SAOUHSC_00518",8.29983498571248,7.1203247071242,7.14474015800162,6.6289916309122,6.57225451733167,8.33969503587869,8.40555121266938,8.35630439267098,8.38933523189742,7.92143435766626,7.91245728100594,8.10736614217138
"gene-SAOUHSC_00519",8.49431756114051,7.1203247071242,7.33850180105129,8.41419289559629,8.40743591379294,8.37707331365784,8.39650086912615,8.21272210060612,8.33221740745452,7.85349608066434,7.90599229404893,8.68332761728493
"gene-SAOUHSC_00520",5.82496264949235,4.68696388841515,4.92575878891458,6.2233062187343,6.20183178457251,6.05693181435607,6.09931185559172,5.85582048311756,5.91055654526228,6.41120398711271,6.42159482214957,6.63295630002642
"gene-SAOUHSC_00521",6.04744956679444,4.39879272320125,4.39963372514336,5.43564084559896,5.43144099762678,5.85886068870457,5.85580000358502,5.79309524874111,5.78781253980709,6.53804270624453,6.52666182100871,4.52401661781748
"gene-SAOUHSC_00523",4.3260324835785,2.06878226500577,2.06878226500577,4.74938262595251,4.71610649197308,3.97973536041015,3.97768444283768,4.10159387690393,4.09786239467013,4.12211989852118,3.88111735833716,3.9458106272269
